ID,Program category,University,Program,Degree,Major/Specialization,Academic or Professional,School/Department/College,Program link,Contact information,Description,Length,Career,Faculty,Enrolling semester,Application deadline,Application fee,Application material,Required tests,English requirement,Application review procedures,Admission decision timeline,Acceptance rate,Attendance rate of admitted students,# of students enroll per year,% of International students,% of Chinese students,Average GPA,Average/Desirable GRE,Undergraduate institutions represented by Chinese students,Tuition & fees,Books & Supplies,Living cost,Scholarships & Financial aid,Year of Founded,Public/Private,Enrollment,Location,Setting
276,Communication,University of Utah ,MA in Communication (Media and Communication Technologiess Emphasis),M.A.,Media,Academic,College of Humanities - Department of Communication,http://communication.utah.edu/students/graduate/prospective-students/emphasis.php,"Jessica Tanner, jessica.tanner@utah.edu",在学习传播学理论及研究方法的基础上，在特定领域深入研究。该子方向从历史、新闻、广播、摄影、媒体技术及新媒体领域研习在历史及现代社会中，媒介信息的产生与接收、媒介信息的社会、文化、政治、经济、伦理方面的属性及其交融。学生应从faculty背景入手找到适合自己的项目。,2 Years,,,Fall,17-Dec,$67,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample,GRE,"iBT, minimum 80; IELTS, minimum 6.5",Review at one time,Decisions available from Feb ,18.00%,,5,10.0%,,School don't track,School don't track,,"$21,000","$1,200","$18,000",Funding opportunities available with separate application,1850,Public,"32,077 (2013)","Salt Lake City, UT",Urban
277,Communication,University of Utah ,MA in Communication (Rhetoric Emphasis),M.A.,Public Affairs,Academic,College of Humanities - Department of Communication,http://communication.utah.edu/students/graduate/prospective-students/emphasis.php,"Jessica Tanner, jessica.tanner@utah.edu",在学习传播学理论及研究方法的基础上，在特定领域深入研究。该子方向研究辩论学与地区、国内与国际问题的关系及在公共事务领域的作用，项目广泛关注环境、健康、法律、政治、文化和军事问题。学生应从faculty背景入手找到适合自己的项目。,2 Years,,,Fall,18-Dec,$68,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample,GRE,"iBT, minimum 80; IELTS, minimum 6.5",Review at one time,Decisions available from Feb ,18.00%,,5,10.0%,,School don't track,School don't track,,"$21,000","$1,200","$18,000",Funding opportunities available with separate application,1850,Public,"32,077 (2013)","Salt Lake City, UT",Urban
278,Communication,University of Utah ,PhD in Communication,PhD,Communication,Academic,College of Humanities - Department of Communication,http://communication.utah.edu/students/graduate/prospective-students/phd-program.php,"Jessica Tanner, jessica.tanner@utah.edu","传播方向的理论项目。Areas of study: Conflict Resolution Studies；Integrated Marketing Communication；Critical/Cultural Studies ；Communicating Science, Health, Environment, and Risk；Interpersonal/Organizational Communication；Media and Communication Technologiess ；Rhetoric",,,,Fall,19-Dec,$69,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample,GRE,"iBT, minimum 80; IELTS, minimum 6.5",Review at one time,Decisions available from Feb ,18.00%,,20,20.0%,,3.5 for graduate study,School don't track,,"$21,000","$1,200","$18,000",Funding opportunities available with separate application,1850,Public,"32,077 (2013)","Salt Lake City, UT",Urban
279,Communication,University of Washington,Communication in Digital Media,Master of Communication in Digital Media,New media,Professional,Department of Communication,http://commlead.uw.edu/academic-programs/program-overview/, commlead@uw.edu,是围绕数字化媒体内容与营销实践应用的学习。如何在数字媒体中生产有粘性、交互性、适合跨媒体平台拓展的内容；如何利用数字媒体中的用户数据开展分析与调研；如何设计适合数字媒体推广的品牌及营销活动。,1.5 Years,,,Summer/Fall,1-Feb,$85,Resume or CV; Statement of Purpose; Letters of recommendation (3),GRE,"iBT, minimum 92; IELTS, minimum 7.0; Admitted students with a score under the minimum  are required to take UW Academic English Program",Review at one time,Decisions available by the end of March,62.00%,88.00%,50,15.00%,8.00%,School don't track,School don't track,,"$32,000","$1,200","$16,000",,1861,Public,"43,013 (2013)","Seattle, WA",Urban
280,Communication,University of Washington,Communication in Communities and Networks,Master of Communication in Communities and Networks ,New media,Professional,Department of Communication,http://commlead.uw.edu/academic-programs/program-overview/, commlead@uw.edu,"UW在Communication in Digital Media项目运作几年后，在Social media全面发展的大背景下设立的围绕社会化媒体的核心课题 - Engagement的实践项目。主要研究作为online community manager,如何构造能促进交融、互动、协作的社群，如何创造有吸引力的内容，如何利用其商业价值，如何开展营销活动。可与USC- Annenberg Program Online Communicties对比。",1.5 Years,,,Summer/Fall,1-Feb,$85,Resume or CV; Statement of Purpose; Letters of recommendation (3),GRE,"iBT, minimum 92; IELTS, minimum 7.0; Admitted students with a score under the minimum  are required to take UW Academic English Program",Review at one time,Decisions available by the end of March,62.00%,88.00%,20,15.00%,8.00%,School don't track,School don't track,,"$32,000","$1,200","$16,000",,1861,Public,"43,013 (2013)","Seattle, WA",Urban
281,Communication,University of Washington ,Communication (MA),M.A. ,Communication,Academic,Department of Communication,http://www.com.washington.edu/graduate-students/maphd-overview/, cmuadv@uw.edu,Communication的理论研究类项目。方向包括：Communication and Culture; Communication Technology and Society; Global Communication; Media Organization; Social Interaction; Political Communication; Rhetoric and Critical/Cultural Studies,2 Years,,,Fall,15-Dec,$85,Resume or CV; Statement of Purpose; Letters of recommendation (3); Academic writing sample,GRE,"iBT, minimum 92; IELTS, minimum 7.0; Admitted students with a score under the minimum  are required to take UW Academic English Program",Review at one time,Decisions available at mid February,12.00%,36.00%,7 (2012),15.00%,5.00%,3.79,"Verbal-163,Quantitative-154, Writing-5.0",,"$32,000","$1,200","$16,000",Merit-based TA and RA available for over 60% of new students. ,1861,Public,"43,013 (2013)","Seattle, WA",Urban
282,Communication,University of Washington ,Communication (PhD),M.A./PhD ,Communication,Academic,Department of Communication,http://www.com.washington.edu/graduate-students/maphd-overview/, cmuadv@uw.edu,Communication的理论研究类项目。方向包括：Communication and Culture; Communication Technology and Society; Global Communication; Media Organization; Social Interaction; Political Communication; Rhetoric and Critical/Cultural Studies,5 Years,,,Fall,15-Dec,$85,Resume or CV; Statement of Purpose; Letters of recommendation (3); Academic writing sample; Completion of a Master's degree,GRE,"iBT, minimum 92; IELTS, minimum 7.0; Admitted students with a score under the minimum  are required to take UW Academic English Program",Review at one time,Decisions available at mid February,12.00%,36.00%,3 (2012),15.00%,5.00%,Undergrad- 3.67; Master-3.85,"Verbal-165,Quantitative-151, Writing-4.0",,"$32,000","$1,200","$16,000",Merit-based TA and RA available for over 60% of new students. ,1861,Public,"43,013 (2013)","Seattle, WA",Urban
283,Communication,University of Wisconsin at Madison,Communication Science,M.A./PhD,Communication,Academic,Department of Communication Arts,https://commarts.wisc.edu/graduate/communication-science,"Louise Mares, mares@wisc.edu",通过研究人际传播及媒体传播中的人际互动来探索传播的认知、社会和文化的功能，如传播与社会的关系、媒体效应及社会影响力。研究方向：Health；Racial and ethnic relations；Civic engagement；Public opinion；Group dynamics；Uses and effects of new technologies,,,,Fall,15-Dec,$56,Statement of Purpose; Letters of recommendation (3); Writing sample,GRE,"iBT, minimum 92; IELTS, minimum 7.0; admitted students with iBT 80-91, IELTS 6.5 required to take English assessment tests and English courses correspondingly ",,,,,,,,,School don't track,,"$25,300","$1,200","$16,000",TA available for all students including international students who demonstrate solid English speaking skills,1848,Public,"42,820 (2012)","Madison, WI",Urban
284,Communication,University of Wisconsin at Madison,Film,M.A./PhD,Film,Academic,Department of Communication Arts,https://commarts.wisc.edu/graduate/film,"Director of Graduate Studies: Prof. Jeff Smith, jpsmith8@wisc.edu",研究电影历史、理论与评论的学术项目。研究方法包括电影的批评分析、电影资料的研究、电影形式、电影类别、电影产业经济等的理论模型构造与分析。,,,,Fall,15-Dec,$56,Statement of Purpose; Letters of recommendation (3); Writing sample,GRE,"iBT, minimum 92; IELTS, minimum 7.0; admitted students with iBT 80-91, IELTS 6.5 required to take English assessment tests and English courses correspondingly ",,,,,,,,,School don't track,,"$25,300","$1,200","$16,000",TA available for all students including international students who demonstrate solid English speaking skills,1848,Public,"42,820 (2012)","Madison, WI",Urban
285,Communication,University of Wisconsin at Madison,Media and Cultural Studies,M.A./PhD,Media,Academic,Department of Communication Arts,https://commarts.wisc.edu/graduate/media-cultural-studies,"Nathaniel Barber, Graduate Coordinator, nbarber@wisc.edu",研究媒体的历史、经济、社会及政治属性，及在个体、社会以及全球背景下，媒体对文化的影响。媒体形式包括但不限于广播、电视、电影、流行音乐、互联网。鼓励学生在跨媒体形式及跨学科领域，如历史、伦理、性别研究等探索新的研究方向。学生应从Faculty背景入手找到与自己研究兴趣相符的项目。,,,,Fall,15-Dec,$56,Statement of Purpose; Letters of recommendation (3); Writing sample,GRE,"iBT, minimum 92; IELTS, minimum 7.0; admitted students with iBT 80-91, IELTS 6.5 required to take English assessment tests and English courses correspondingly ",,,,,,,,,School don't track,,"$25,300","$1,200","$16,000",TA available for all students including international students who demonstrate solid English speaking skills,1848,Public,"42,820 (2012)","Madison, WI",Urban
286,Communication,University of Wisconsin at Madison,"Rhetoric, Politics  and Culture",M.A./PhD,Public Affairs,Academic,Department of Communication Arts,https://commarts.wisc.edu/graduate/rhetoric-politics-culture,"Nathaniel Barber, Graduate Coordinator, nbarber@wisc.edu",研究不同文化背景、性别、种族、地域、社会阶层的个人与群体的信息传播行为。然后通过批评理论、性别理论、文化理论等社会学理论来理解这些信息传播行为。最后通过先进的研究方法衔接观察与理论，即分析信息传播行为并将其应用于新的研究方向。,,,,Fall,15-Dec,$56,Statement of Purpose; Letters of recommendation (3); Writing sample,GRE,"iBT, minimum 92; IELTS, minimum 7.0; admitted students with iBT 80-91, IELTS 6.5 required to take English assessment tests and English courses correspondingly ",,,,,,,,,School don't track,,"$25,300","$1,200","$16,000",TA available for all students including international students who demonstrate solid English speaking skills,1848,Public,"42,820 (2012)","Madison, WI",Urban
287,Communication,Virginia Tech,Communication,M.A.,Communication,Academic,College ofLiberal Arts and Human Sciences -  Department of Communication,http://www.comm.vt.edu/Graduate_Program/overview.html,"Wendy Hodge,
Graduate Staff Coordinator,
wmhodge@vt.edu",学习Communication领域的理论及研究方法，包括在社会、政治、组织及社会背景下传播信息的设计与制作、媒体、艺术等。毕业生继续深造或总是传播学教育工作。,2 Years,,,Fall,15-Jan,$75,Letters of recommendation (3);,"GRE, minimum 50%","iBT, minimum 80; IELTS, minimum 6.5",,,,67.00%,10 to 12,,,,Refer to minimum requirement,,"$13,000","$1,200","$13,000",Limited funding opportunities available,1872,Public,"31,205 (2013)","Blacksburg, VA",Rural
